product_id,product_name,product_category,unit_price,current_stock_level
P01193,Task Max,Sports,2650.8,315
P01194,Not Max,Automotive,593.76,132
P01195,Standard Pro,Grocery,747.17,493
P01196,Administration Pro,Beauty,4527.57,460
P01197,We Pro,Automotive,805.02,279
P01198,Clearly Plus,Books,2164.1,161
P01199,Fire Lite,Automotive,1441.85,375
P01200,Kitchen Plus,Grocery,1283.77,303
P01201,Many Max,Books,2435.49,424
P01202,Difficult Lite,Sports,2584.44,409
P01203,Region Lite,Grocery,4993.35,171
P01204,Field Max,Apparel,3358.46,26
P01205,Six Plus,Home & Kitchen,603.77,74
P01206,Dog Max,Beauty,3163.39,203
P01207,Under Max,Apparel,3949.86,227
P01208,Assume Max,Grocery,1607.59,310
P01209,Remember Max,Home & Kitchen,2599.14,117
P01210,Ground Edition,Sports,55.28,318
P01211,Between Plus,Books,2431.08,254
P01212,Two Lite,Home & Kitchen,1167.2,21
P01213,At Lite,Electronics,891.24,67
P01214,Sure Lite,Automotive,698.92,367
P01215,Laugh Plus,Books,4745.96,323
P01216,But Max,Books,4000.37,233
P01217,Possible Max,Home & Kitchen,1571.83,222
P01218,Draw Plus,Sports,619.89,6
P01219,Building Edition,Apparel,2974.48,41
P01220,Concern Edition,Grocery,2148.99,422
P01221,Drop Pro,Grocery,2005.97,340
P01222,Stay Max,Sports,2167.69,122
P01223,Individual Pro,Beauty,3077.87,197
P01224,Mention Lite,Automotive,1541.14,286
P01225,Defense Plus,Electronics,2816.87,62
P01226,Girl Plus,Electronics,4102.47,242
P01227,Less Lite,Grocery,1822.22,147
P01228,Century Plus,Grocery,1330.26,291
P01229,Key Plus,Beauty,254.73,8
P01230,Else Lite,Books,4554.21,285
P01231,Let Lite,Home & Kitchen,3240.26,225
P01232,Hundred Edition,Automotive,785.84,180
P01233,Put Max,Electronics,594.99,395
P01234,However Pro,Sports,1447.92,97
P01235,Himself Max,Sports,1336.82,292
P01236,Such Plus,Books,165.8,87
P01237,Represent Lite,Automotive,4177.41,500
P01238,Foreign Pro,Apparel,3307.63,31
P01239,Travel Edition,Grocery,4097.23,285
P01240,Can Plus,Books,1230.38,445
P01241,Receive Lite,Sports,4168.44,453
P01242,Group Max,Automotive,3983.44,257
P01243,Project Max,Apparel,4592.77,47
P01244,Political Pro,Sports,309.64,210
P01245,Ten Edition,Home & Kitchen,3864.39,255
P01246,Hope Max,Apparel,2721.57,356
P01247,What Lite,Automotive,450.89,413
P01248,Reflect Max,Sports,4560.88,487
P01249,Actually Max,Beauty,2632.94,339
P01250,Show Plus,Automotive,3238.47,453
P01251,Human Max,Apparel,2042.41,109
P01252,Enter Lite,Sports,2620.73,328
P01253,Indeed Lite,Apparel,142.98,396
P01254,Only Lite,Sports,1666.6,194
P01255,According Lite,Apparel,172.11,325
P01256,Worry Max,Apparel,3750.92,212
P01257,Year Edition,Home & Kitchen,2005.66,363
P01258,Much Plus,Apparel,1187.36,479
P01259,Approach Lite,Beauty,3159.31,472
P01260,Usually Plus,Beauty,2381.14,3
P01261,Yes Max,Grocery,3855.79,140
P01262,Much Max,Sports,2726.58,160
P01263,Actually Max,Books,4021.41,496
P01264,Evidence Lite,Sports,2297.77,67
P01265,How Max,Grocery,1591.25,164
P01266,Music Plus,Books,3748.74,421
P01267,Although Pro,Books,4207.14,125
P01268,Shake Edition,Automotive,3813.91,108
P01269,Management Plus,Grocery,4579.18,360
P01270,Contain Lite,Automotive,1609.46,44
P01271,Consider Edition,Sports,1670.19,475
P01272,Whose Plus,Grocery,4783.56,306
P01273,Level Lite,Apparel,1678.89,263
P01274,He Max,Books,4010.13,57
P01275,Agent Max,Automotive,4632.32,183
P01276,His Plus,Home & Kitchen,4455.48,268
P01277,Wait Pro,Grocery,1930.96,191
P01278,Bill Pro,Sports,4775.24,123
P01279,Civil Lite,Sports,4512.73,498
P01280,Animal Plus,Books,4238.68,361
P01281,Know Max,Grocery,3775.04,451
P01282,Ball Plus,Grocery,1157.76,142
P01283,Room Pro,Beauty,4084.44,11
P01284,Eight Lite,Apparel,3934.63,113
P01285,Million Lite,Beauty,4507.08,51
P01286,Product Plus,Apparel,1450.67,37
P01287,Chair Lite,Beauty,1405.42,204
P01288,Decade Lite,Sports,923.78,489
P01289,Dinner Edition,Books,463.75,44
P01290,Remain Pro,Automotive,3157.98,36
P01291,Good Lite,Electronics,855.71,90
P01292,Trip Lite,Grocery,648.47,309
P01293,Late Edition,Sports,3849.42,38
P01294,Choose Lite,Beauty,1892.5,312
P01295,Against Lite,Beauty,1480.9,41
P01296,Church Edition,Beauty,4488.2,429
P01297,Ahead Pro,Electronics,3387.0,79
P01298,Site Lite,Books,717.09,362
P01299,Official Edition,Grocery,1968.55,201
P01300,Though Plus,Sports,3036.61,248
P01301,Sport Max,Automotive,1450.89,80
P01302,That Lite,Grocery,2908.0,428
P01303,Check Plus,Home & Kitchen,503.86,34
P01304,Address Max,Beauty,4796.53,339
P01305,Table Plus,Sports,1384.3,487
P01306,Include Lite,Sports,2580.95,375
P01307,Present Edition,Home & Kitchen,3742.98,222
P01308,Senior Pro,Books,831.12,257
P01309,South Plus,Automotive,2778.29,267
P01310,Adult Pro,Electronics,4762.41,388
P01311,Admit Pro,Grocery,3929.45,358
P01312,National Plus,Grocery,3007.66,34
P01313,Also Max,Home & Kitchen,289.66,192
P01314,Apply Edition,Grocery,4829.37,348
P01315,Local Max,Apparel,2293.27,435
P01316,Not Pro,Grocery,2425.66,66
P01317,Company Max,Automotive,2331.27,372
P01318,Eight Plus,Books,2134.5,394
P01319,Read Pro,Books,3530.19,164
P01320,Claim Plus,Home & Kitchen,3575.07,306
P01321,Perhaps Lite,Automotive,1756.95,122
P01322,Want Lite,Beauty,301.35,61
P01323,Interview Max,Home & Kitchen,3429.79,404
P01324,Such Plus,Electronics,4073.06,83
P01325,Crime Lite,Automotive,1962.25,141
P01326,Note Pro,Home & Kitchen,918.92,458
P01327,Without Max,Electronics,4496.26,274
P01328,Population Pro,Apparel,1769.47,84
P01329,Owner Edition,Automotive,1137.7,283
P01330,Make Pro,Electronics,318.92,396
P01331,Meeting Max,Grocery,721.22,164
P01332,At Lite,Books,684.7,448
P01333,Politics Lite,Apparel,3664.57,306
P01334,Economy Edition,Electronics,3091.71,323
P01335,Arrive Lite,Home & Kitchen,331.97,39
P01336,Can Edition,Grocery,4196.05,448
P01337,Method Max,Books,247.0,65
P01338,Well Edition,Grocery,3466.08,69
P01339,Who Plus,Automotive,1077.1,500
P01340,Exist Pro,Beauty,411.89,43
P01341,Benefit Lite,Books,4598.96,427
P01342,Write Pro,Grocery,567.66,371
P01343,Around Max,Apparel,3167.83,32
P01344,Whatever Lite,Grocery,1080.9,426
P01345,Operation Max,Grocery,4280.24,99
P01346,Suggest Plus,Electronics,2294.43,336
P01347,Business Lite,Books,91.77,247
P01348,Teacher Plus,Grocery,2010.51,450
P01349,Report Pro,Grocery,3458.43,103
P01350,Might Pro,Beauty,3175.15,0
P01351,Real Max,Electronics,1120.33,279
P01352,Senior Edition,Grocery,3290.54,198
P01353,And Plus,Apparel,2965.16,73
P01354,Reveal Lite,Home & Kitchen,2667.88,403
P01355,Word Max,Apparel,3583.71,493
P01356,Walk Plus,Automotive,1755.35,404
P01357,Color Edition,Electronics,4725.25,51
P01358,Political Pro,Apparel,3453.45,11
P01359,Economy Max,Automotive,433.33,235
P01360,Financial Lite,Electronics,4927.31,346
P01361,Including Plus,Books,1747.3,407
P01362,College Edition,Apparel,257.52,379
P01363,Plan Plus,Automotive,599.14,351
P01364,Chance Edition,Sports,4787.31,13
P01365,Keep Max,Automotive,3816.73,254
P01366,Financial Edition,Home & Kitchen,324.74,270
P01367,Staff Lite,Home & Kitchen,875.09,478
P01368,Read Max,Grocery,2875.66,462
P01369,Our Edition,Beauty,2916.32,74
P01370,While Lite,Apparel,695.4,282
P01371,Fine Lite,Sports,72.62,105
P01372,Even Edition,Apparel,1465.11,163
P01373,Sound Max,Automotive,1375.33,240
P01374,Front Max,Sports,3874.02,180
P01375,Whose Lite,Apparel,983.69,254
P01376,Learn Edition,Automotive,4295.95,173
P01377,Growth Pro,Books,2561.73,30
P01378,Job Max,Sports,4029.45,315
P01379,Discuss Lite,Books,438.56,245
P01380,Cup Max,Home & Kitchen,2913.35,370
P01381,Agreement Pro,Automotive,3410.91,71
P01382,Article Lite,Sports,1719.79,314
P01383,While Max,Home & Kitchen,2363.36,368
P01384,Plant Max,Sports,1579.16,116
P01385,Ten Plus,Sports,2575.71,440
P01386,Herself Lite,Sports,662.42,332
P01387,Whose Pro,Beauty,3345.62,36
P01388,Part Pro,Grocery,4710.15,225
P01389,Store Lite,Electronics,1664.75,172
P01390,Season Plus,Automotive,607.56,463
P01391,You Edition,Electronics,4971.71,85
P01392,Color Plus,Grocery,2456.88,214
P01393,Scientist Lite,Apparel,211.73,387
P01394,Account Edition,Sports,1114.85,35
P01395,Home Pro,Apparel,658.51,462
P01396,Lead Lite,Apparel,4781.24,195
P01397,Environment Plus,Grocery,419.13,197
P01398,Process Edition,Books,1586.52,100
P01399,Available Lite,Grocery,1794.54,183
P01400,Example Lite,Electronics,4962.14,250
P01401,Form Lite,Automotive,4282.88,47
P01402,Bed Edition,Beauty,4044.68,169
P01403,Actually Max,Electronics,4217.34,403
P01404,Speech Lite,Books,3022.98,431
P01405,Speak Max,Grocery,3443.8,352
P01406,Around Pro,Electronics,4093.39,107
P01407,Hit Edition,Apparel,3359.84,173
P01408,Consider Max,Books,2344.6,401
P01409,And Max,Home & Kitchen,3392.62,153
P01410,Prevent Edition,Apparel,2470.09,260
P01411,Movement Edition,Books,2870.7,318
P01412,Every Lite,Home & Kitchen,4263.32,466
P01413,Family Plus,Sports,1880.54,175
P01414,Become Plus,Apparel,4236.17,102
P01415,Seem Pro,Books,4138.68,63
P01416,Feeling Max,Electronics,3579.93,408
P01417,Then Lite,Beauty,615.97,308
P01418,Activity Max,Electronics,3755.07,450
P01419,Recent Plus,Electronics,3453.4,67
P01420,So Edition,Automotive,340.93,485
P01421,Nature Edition,Grocery,1064.85,67
P01422,Plant Lite,Apparel,1212.87,259
P01423,Star Pro,Home & Kitchen,836.26,340
P01424,Down Edition,Sports,546.58,414
P01425,Life Pro,Books,1958.84,53
P01426,Environmental Max,Apparel,760.24,276
P01427,Red Lite,Grocery,521.27,315
P01428,Value Plus,Sports,4331.47,368
P01429,Building Pro,Apparel,3881.82,249
P01430,Remain Max,Automotive,4910.94,368
P01431,Agree Max,Books,3473.98,354
P01432,Message Max,Beauty,648.26,258
P01433,Dinner Edition,Beauty,4031.85,22
P01434,Hear Pro,Home & Kitchen,4364.21,138
P01435,Environment Plus,Books,3195.92,421
P01436,House Pro,Grocery,1104.7,466
P01437,Soon Max,Sports,1761.51,107
P01438,Reality Edition,Books,2070.3,199
P01439,Force Max,Automotive,838.05,97
P01440,Police Plus,Grocery,1475.45,314
P01441,Several Max,Beauty,3944.77,35
P01442,Accept Lite,Grocery,3360.96,209
P01443,Rather Edition,Beauty,4173.63,151
P01444,Call Max,Books,2566.33,55
P01445,Certain Lite,Home & Kitchen,2492.34,183
P01446,Bank Plus,Apparel,2561.74,57
P01447,Upon Pro,Grocery,3409.3,291
P01448,Four Edition,Electronics,1287.05,210
P01449,Environment Edition,Home & Kitchen,4253.75,339
P01450,Song Plus,Books,4234.53,88
P01451,Family Lite,Sports,618.69,89
P01452,Somebody Lite,Beauty,2583.58,493
P01453,Trouble Plus,Books,428.11,170
P01454,Theory Max,Grocery,3188.32,122
P01455,For Edition,Home & Kitchen,2456.97,476
P01456,Billion Lite,Grocery,965.75,411
P01457,Stop Edition,Automotive,2909.49,42
P01458,Generation Edition,Automotive,3549.71,306
P01459,Center Edition,Automotive,4749.09,38
P01460,Able Pro,Sports,4932.73,387
P01461,Challenge Edition,Electronics,364.46,63
P01462,Which Edition,Automotive,692.91,321
P01463,Machine Lite,Beauty,4624.42,439
P01464,Catch Lite,Books,4545.51,159
P01465,Positive Lite,Home & Kitchen,1486.47,58
P01466,Ground Lite,Sports,3041.87,274
P01467,Security Plus,Beauty,3141.04,373
P01468,Care Max,Apparel,2086.36,336
P01469,Mention Lite,Books,1142.6,76
P01470,Group Edition,Beauty,966.3,129
P01471,Now Edition,Home & Kitchen,4088.16,7
P01472,Likely Plus,Home & Kitchen,4423.39,50
P01473,Foreign Max,Automotive,1907.66,340
P01474,Agency Edition,Books,509.21,367
P01475,Goal Pro,Sports,2123.33,344
P01476,Radio Plus,Apparel,879.05,6
P01477,Imagine Pro,Electronics,464.81,122
P01478,Base Edition,Beauty,352.0,99
P01479,Break Plus,Books,272.53,318
P01480,Yourself Plus,Beauty,4165.49,122
P01481,Reality Max,Home & Kitchen,1402.97,294
P01482,Pull Lite,Home & Kitchen,1181.08,337
P01483,Under Pro,Apparel,3517.9,68
P01484,Hot Plus,Home & Kitchen,2262.43,323
P01485,Land Lite,Electronics,3156.64,24
P01486,Rule Plus,Grocery,2997.85,409
P01487,Focus Max,Apparel,3449.55,243
P01488,Claim Plus,Automotive,2406.01,155
P01489,Court Plus,Automotive,4752.78,161
P01490,Cost Max,Electronics,2359.52,151
P01491,Talk Pro,Electronics,2146.27,129
P01492,Traditional Plus,Grocery,3175.41,203
P01493,Such Pro,Sports,3916.23,325
P01494,Citizen Max,Apparel,1286.53,350
P01495,Modern Pro,Automotive,3484.63,150
P01496,Security Edition,Electronics,1995.77,109
P01497,Prepare Pro,Grocery,2157.62,14
P01498,Ability Lite,Grocery,73.36,63
P01499,Line Pro,Beauty,1526.7,169
P01500,Weight Plus,Grocery,3704.25,40
P01501,Experience Pro,Grocery,2268.54,190
P01502,Stock Edition,Beauty,3148.26,412
P01503,Result Edition,Automotive,1594.06,460
P01504,Laugh Max,Automotive,1790.42,273
P01505,Begin Edition,Home & Kitchen,4653.12,0
P01506,Baby Max,Books,664.8,408
P01507,In Edition,Electronics,460.69,153
P01508,Finish Lite,Grocery,488.9,480
P01509,Here Max,Books,2644.34,276
P01510,Consumer Lite,Grocery,1524.53,56
P01511,Enjoy Max,Sports,2656.7,274
P01512,While Pro,Books,4911.45,492
P01513,Career Plus,Apparel,4468.33,73
P01514,Center Pro,Books,3896.4,99
P01515,Listen Pro,Electronics,2238.21,324
P01516,Store Plus,Automotive,3821.73,177
P01517,Writer Plus,Beauty,798.39,24
P01518,Three Lite,Books,477.96,296
P01519,Beyond Lite,Home & Kitchen,672.0,381
P01520,Cold Lite,Grocery,1821.24,270
P01521,Might Max,Books,1228.36,429
P01522,Good Max,Books,4614.34,296
P01523,Stay Edition,Beauty,266.26,13
P01524,Step Pro,Books,3641.96,498
P01525,Season Lite,Automotive,3999.62,335
P01526,Yet Max,Apparel,4544.07,159
P01527,Enjoy Lite,Home & Kitchen,50.08,215
P01528,Despite Max,Electronics,2588.62,253
P01529,Adult Lite,Books,671.26,225
P01530,Rate Pro,Beauty,3067.58,430
P01531,Safe Pro,Electronics,1519.73,409
P01532,Effect Max,Sports,1812.09,360
P01533,Themselves Plus,Automotive,610.95,355
P01534,Only Max,Electronics,171.84,40
P01535,Specific Lite,Apparel,2146.59,426
P01536,Heart Plus,Home & Kitchen,4432.4,377
P01537,Color Plus,Apparel,4808.5,457
P01538,Pull Plus,Home & Kitchen,2110.88,301
P01539,Value Plus,Beauty,2698.07,424
P01540,Wait Lite,Grocery,306.14,147
P01541,Her Max,Electronics,486.64,384
P01542,Government Lite,Grocery,1814.67,438
P01543,Join Pro,Home & Kitchen,862.83,495
P01544,Wife Lite,Books,3998.89,120
P01545,Notice Edition,Apparel,3203.47,89
P01546,Mean Edition,Automotive,3175.97,453
P01547,Quality Edition,Automotive,1972.43,2
P01548,Artist Pro,Sports,2408.54,67
P01549,Fall Edition,Beauty,2111.78,99
P01550,Past Max,Sports,1544.95,344
P01551,Onto Plus,Home & Kitchen,2654.68,459
P01552,Tough Edition,Books,3209.43,346
P01553,Point Pro,Sports,2499.69,415
P01554,Throughout Lite,Sports,4186.41,91
P01555,Include Edition,Beauty,3415.31,391
P01556,These Max,Sports,3281.83,223
P01557,Week Lite,Books,2021.47,262
P01558,Born Edition,Grocery,887.21,103
P01559,Key Pro,Electronics,4193.85,41
P01560,Create Max,Automotive,123.54,490
P01561,Southern Lite,Electronics,719.27,266
P01562,Cup Pro,Apparel,4198.71,411
P01563,Four Plus,Electronics,3339.75,384
P01564,Mouth Max,Automotive,3328.41,358
P01565,Dinner Plus,Beauty,763.45,367
P01566,Which Lite,Grocery,1189.6,3
P01567,Summer Pro,Sports,2995.15,355
P01568,Soon Edition,Apparel,4039.76,316
P01569,Player Lite,Apparel,1404.81,483
P01570,Several Edition,Sports,4845.26,9
P01571,Approach Max,Electronics,2963.21,171
P01572,Author Edition,Beauty,201.02,64
P01573,Talk Edition,Sports,1064.43,325
P01574,Market Pro,Home & Kitchen,3165.58,26
P01575,What Max,Beauty,1525.66,434
P01576,Dream Pro,Sports,1788.22,297
P01577,Nice Plus,Electronics,4391.04,154
P01578,Phone Edition,Beauty,4898.05,111
P01579,Pretty Edition,Electronics,1695.01,289
P01580,Plant Max,Beauty,685.26,405
P01581,Partner Plus,Automotive,959.72,390
P01582,Ask Pro,Beauty,3665.34,293
P01583,So Max,Grocery,3255.97,301
P01584,Simple Plus,Electronics,4257.84,58
P01585,Note Edition,Grocery,156.48,230
P01586,Key Plus,Grocery,4512.7,85
P01587,Source Lite,Beauty,762.3,144
P01588,Leave Plus,Automotive,3734.86,491
P01589,Recently Pro,Grocery,1712.18,409
P01590,Something Edition,Electronics,308.63,60
P01591,Tell Lite,Books,1447.88,133
P01592,Material Pro,Automotive,3454.22,40
P01593,Including Max,Beauty,4738.3,397
P01594,Billion Max,Sports,803.87,84
P01595,Population Plus,Automotive,4128.17,325
P01596,Grow Edition,Electronics,686.89,1
P01597,Series Lite,Sports,670.53,82
P01598,Thing Plus,Apparel,4035.09,208
P01599,All Max,Beauty,3379.11,225
P01600,Large Edition,Apparel,3650.41,415
P01601,Population Edition,Grocery,2598.03,174
P01602,Someone Plus,Books,4572.48,331
P01603,Left Edition,Books,3481.15,348
P01604,Camera Edition,Electronics,2155.99,371
P01605,Figure Plus,Electronics,521.4,416
P01606,Whether Edition,Electronics,3529.31,133
P01607,Material Pro,Electronics,932.02,211
P01608,Visit Edition,Grocery,2775.57,113
P01609,Vote Edition,Automotive,1396.11,428
P01610,Feel Pro,Beauty,221.38,161
P01611,Senior Pro,Beauty,740.83,376
P01612,Pick Lite,Electronics,765.02,346
P01613,Exist Edition,Home & Kitchen,2873.3,208
P01614,Major Max,Sports,430.17,318
P01615,Population Pro,Beauty,2431.67,382
P01616,Sit Plus,Beauty,2162.98,46
P01617,At Plus,Electronics,1798.4,98
P01618,Address Edition,Apparel,3630.91,87
P01619,Common Lite,Grocery,4405.09,362
P01620,Consumer Lite,Grocery,4118.21,270
P01621,Water Max,Sports,817.13,404
P01622,Upon Plus,Apparel,2967.81,306
P01623,Event Lite,Sports,3603.86,53
P01624,Hospital Plus,Books,1791.74,119
P01625,Main Pro,Automotive,2707.11,143
P01626,Type Pro,Sports,1590.07,456
P01627,Statement Pro,Automotive,2248.35,26
P01628,Whether Lite,Apparel,2796.83,66
P01629,Right Edition,Apparel,1251.42,433
P01630,Serve Edition,Apparel,1903.73,143
P01631,Long Max,Electronics,3336.4,23
P01632,Less Pro,Beauty,4685.78,452
P01633,Middle Lite,Grocery,1475.97,162
P01634,Meeting Lite,Sports,1675.59,298
P01635,Story Edition,Automotive,4963.51,270
P01636,Wear Plus,Books,227.51,97
P01637,Writer Max,Home & Kitchen,203.23,413
P01638,Painting Plus,Home & Kitchen,3423.57,26
P01639,Apply Pro,Electronics,3758.58,261
P01640,Challenge Pro,Home & Kitchen,419.6,132
P01641,More Max,Beauty,1737.23,184
P01642,Resource Plus,Grocery,1295.28,428
P01643,Born Edition,Home & Kitchen,3999.64,102
P01644,True Max,Grocery,2976.82,109
P01645,Ever Pro,Electronics,2706.53,252
P01646,Mean Plus,Sports,2243.52,346
P01647,First Edition,Books,1725.39,129
P01648,Similar Pro,Electronics,4816.89,224
P01649,Laugh Max,Sports,4337.25,16
P01650,Human Max,Beauty,1121.92,120
P01651,Hit Max,Grocery,3538.21,380
P01652,Network Plus,Electronics,4650.96,436
P01653,Drive Lite,Books,2112.28,360
P01654,Possible Edition,Books,2678.22,409
P01655,Drop Pro,Grocery,3975.39,19
P01656,Continue Edition,Sports,4194.94,401
P01657,Play Pro,Apparel,753.31,325
P01658,Fight Max,Beauty,3970.47,382
P01659,Race Max,Electronics,1455.31,133
P01660,Past Plus,Electronics,984.7,3
P01661,Population Pro,Apparel,3054.89,280
P01662,Control Plus,Beauty,1524.84,306
P01663,Laugh Pro,Sports,4339.93,411
P01664,Begin Pro,Apparel,4957.64,215
P01665,Wind Pro,Automotive,4253.61,331
P01666,Bit Edition,Books,970.55,382
P01667,Right Lite,Automotive,2844.36,340
P01668,Left Lite,Apparel,4603.49,147
P01669,If Max,Automotive,3413.7,195
P01670,Stock Lite,Automotive,2947.61,91
P01671,Main Plus,Home & Kitchen,1466.55,124
P01672,Age Plus,Books,4779.89,140
P01673,Record Edition,Apparel,634.05,370
P01674,Form Max,Sports,1417.7,10
P01675,Follow Plus,Beauty,1419.58,247
P01676,Field Edition,Apparel,3844.18,483
P01677,Adult Max,Electronics,1512.73,358
P01678,Fine Pro,Apparel,2814.49,488
P01679,Reduce Edition,Home & Kitchen,2656.36,277
P01680,Keep Plus,Sports,134.98,16
P01681,High Max,Home & Kitchen,4790.46,170
P01682,Put Plus,Electronics,4729.45,129
P01683,Too Edition,Apparel,3832.72,183
P01684,Way Max,Beauty,1804.11,380
P01685,Reduce Edition,Sports,223.2,397
P01686,Education Max,Grocery,4476.97,393
P01687,Apply Edition,Grocery,2874.8,304
P01688,Would Lite,Books,1917.92,207
P01689,Form Lite,Sports,1137.57,479
P01690,Sing Max,Grocery,205.92,478
P01691,Claim Edition,Electronics,3832.76,402
P01692,Arrive Pro,Sports,4075.62,228
P01693,Discussion Plus,Beauty,454.65,275
P01694,Professor Edition,Home & Kitchen,3010.83,411
P01695,Study Pro,Sports,2605.16,72
P01696,Education Lite,Home & Kitchen,4016.24,483
P01697,Station Pro,Electronics,3243.86,234
P01698,Draw Lite,Sports,2922.78,358
P01699,Every Lite,Automotive,2628.12,116
P01700,Garden Edition,Apparel,2308.85,23
P01701,Customer Plus,Electronics,1758.09,78
P01702,Training Lite,Grocery,914.65,148
P01703,Spend Plus,Apparel,3606.63,280
P01704,Lead Edition,Electronics,1812.86,272
P01705,Expert Edition,Automotive,2724.84,172
P01706,Oil Pro,Books,153.32,427
P01707,Consider Pro,Automotive,1686.36,23
P01708,Tell Max,Sports,4125.66,416
P01709,Board Edition,Automotive,2056.91,150
P01710,Wall Lite,Automotive,162.64,281
P01711,Identify Pro,Automotive,3494.11,30
P01712,Fall Max,Books,1819.72,193
P01713,Activity Max,Home & Kitchen,740.98,366
P01714,Standard Lite,Home & Kitchen,978.66,141
P01715,Edge Lite,Electronics,1590.93,335
P01716,Suggest Max,Beauty,2428.11,243
P01717,Investment Lite,Apparel,2190.39,301
P01718,Month Plus,Beauty,262.0,420
P01719,From Edition,Beauty,1424.2,81
P01720,Since Pro,Home & Kitchen,1721.13,476
P01721,Certainly Plus,Grocery,4310.97,419
P01722,Such Pro,Automotive,965.81,487
P01723,Name Pro,Electronics,2456.63,269
P01724,International Max,Automotive,398.54,259
P01725,Even Max,Automotive,3992.51,487
P01726,Outside Max,Apparel,4241.46,183
P01727,Least Plus,Books,386.41,105
P01728,Important Pro,Apparel,4537.15,188
P01729,Until Lite,Sports,3931.27,429
P01730,Only Lite,Grocery,2605.08,225
P01731,Believe Pro,Beauty,1314.43,218
P01732,Teacher Edition,Grocery,3000.58,3
P01733,Statement Pro,Home & Kitchen,3511.68,229
P01734,Rock Pro,Home & Kitchen,3491.39,120
P01735,Audience Plus,Sports,3967.22,401
P01736,Couple Max,Electronics,2062.85,20
P01737,Part Edition,Home & Kitchen,463.74,335
P01738,Accept Plus,Electronics,900.24,315
P01739,Despite Pro,Books,801.7,147
P01740,Build Edition,Grocery,3374.26,489
P01741,Let Lite,Electronics,3493.93,490
P01742,Look Max,Apparel,664.45,96
P01743,Couple Max,Electronics,1639.7,375
P01744,Or Pro,Home & Kitchen,4221.64,314
P01745,First Max,Grocery,104.02,500
P01746,Reduce Max,Apparel,1408.15,453
P01747,Former Lite,Books,4273.9,30
P01748,Long Plus,Sports,3309.22,318
P01749,American Lite,Books,3270.49,43
P01750,Set Plus,Beauty,1249.79,414
P01751,Group Max,Books,390.01,162
P01752,Traditional Plus,Home & Kitchen,2670.33,189
P01753,Cup Plus,Grocery,1708.09,493
P01754,Lead Pro,Apparel,3487.83,219
P01755,Reduce Plus,Books,1177.33,68
P01756,Very Edition,Books,1305.94,49
P01757,Officer Plus,Electronics,4151.61,470
P01758,Dream Max,Sports,1428.5,360
P01759,Room Max,Grocery,4587.81,237
P01760,Add Plus,Beauty,2445.68,323
P01761,Light Pro,Books,4228.37,114
P01762,Fear Lite,Books,772.55,60
P01763,Store Pro,Electronics,4945.71,154
P01764,Theory Pro,Home & Kitchen,420.27,45
P01765,Court Edition,Apparel,2157.56,379
P01766,Certainly Edition,Grocery,965.92,427
P01767,Rather Lite,Electronics,4580.47,3
P01768,Edge Lite,Automotive,2925.99,151
P01769,New Plus,Grocery,1248.43,221
P01770,Billion Lite,Apparel,4332.03,326
P01771,Whom Plus,Automotive,2024.58,500
P01772,Improve Plus,Electronics,3518.55,348
P01773,Discussion Pro,Automotive,2158.98,128
P01774,Clearly Edition,Automotive,1429.36,220
P01775,Stop Pro,Beauty,3795.33,282
P01776,Couple Lite,Electronics,594.06,498
P01777,Result Max,Electronics,3497.35,453
P01778,Never Pro,Grocery,792.0,492
P01779,Could Lite,Electronics,1660.9,0
P01780,Artist Max,Electronics,1229.15,473
P01781,Purpose Plus,Beauty,58.74,496
P01782,West Lite,Electronics,785.19,275
P01783,Party Edition,Beauty,2109.02,20
P01784,Away Lite,Beauty,627.01,263
P01785,Should Max,Sports,2516.67,60
P01786,See Edition,Grocery,4660.92,108
P01787,Decide Pro,Sports,1937.5,393
P01788,Concern Lite,Home & Kitchen,1465.2,67
P01789,Ago Plus,Electronics,4348.15,17
P01790,Yes Lite,Grocery,3310.95,138
P01791,Two Pro,Home & Kitchen,549.23,277
P01792,Bring Lite,Beauty,4211.12,310
P01793,Military Pro,Sports,878.22,153
P01794,Rock Edition,Electronics,4592.85,227
P01795,Shake Plus,Grocery,1951.62,166
P01796,Tend Pro,Home & Kitchen,490.17,156
P01797,Mother Plus,Apparel,1425.49,485
P01798,Cold Edition,Books,2876.85,93
P01799,Stay Max,Sports,1320.55,22
P01800,Cup Lite,Electronics,804.19,306
P01801,Spring Lite,Beauty,556.75,32
P01802,Rock Lite,Home & Kitchen,2300.73,183
P01803,Store Pro,Electronics,2881.45,163
P01804,Name Edition,Home & Kitchen,3706.06,342
P01805,Same Plus,Home & Kitchen,2170.84,376
P01806,Particular Max,Books,4319.11,390
P01807,Actually Lite,Beauty,2937.38,330
P01808,Physical Lite,Electronics,4182.89,64
P01809,Onto Lite,Books,944.13,15
P01810,Two Pro,Books,4223.88,208
P01811,Herself Lite,Home & Kitchen,1342.93,77
P01812,Can Edition,Beauty,2028.86,495
P01813,Maybe Lite,Electronics,3706.91,186
P01814,Party Max,Automotive,1274.8,8
P01815,Something Lite,Automotive,841.4,252
P01816,Skill Lite,Beauty,3379.13,433
P01817,Trouble Plus,Home & Kitchen,127.12,220
P01818,Air Lite,Sports,2882.39,489
P01819,Center Edition,Home & Kitchen,2182.02,231
P01820,Need Edition,Apparel,2902.23,142
P01821,Service Plus,Sports,1205.53,165
