line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount
695,T001435,P01273,PR028,9,1350.56
696,T004524,P02997,PR031,6,2008.39
697,T002071,P02930,PR026,2,402.12
698,T000657,P02159,PR036,8,518.43
699,T002595,P00627,PR018,9,2800.13
700,T001060,P00145,PR011,8,1817.78
701,T000148,P02274,PR001,9,1269.24
702,T002950,P00539,PR044,8,1066.65
703,T004213,P01890,,9,2769.83
704,T004236,P01377,,4,1181.87
705,T003950,P01479,PR033,6,2442.78
706,T003681,P00532,PR028,9,4232.61
707,T002216,P02348,PR024,6,766.12
708,T003702,P01151,PR008,5,1345.68
709,T002695,P02282,PR009,9,2104.26
710,T003163,P00951,PR025,8,1709.29
711,T004620,P02135,PR004,3,970.22
712,T003179,P00040,PR016,9,2550.62
713,T004730,P02803,PR050,8,3132.36
714,T004771,P02737,PR008,1,151.14
715,T004945,P00335,PR036,10,4696.12
716,T002621,P01906,PR030,7,510.72
717,T000568,P02058,PR041,9,372.15
718,T001910,P00011,PR001,7,1788.16
719,T004050,P02018,PR041,4,192.79
720,T003761,P00332,PR022,3,957.64
721,T003570,P02413,PR002,6,2690.62
722,T003264,P01976,PR009,2,980.22
723,T001650,P01562,PR027,6,1162.93
724,T004323,P01165,,7,3157.15
725,T000548,P01526,PR021,5,1896.23
726,T003399,P02635,PR011,4,1380.4
727,T000385,P00077,PR018,9,4071.73
728,T004961,P02801,PR009,3,639.31
729,T004551,P01517,PR024,10,3981.65
730,T000672,P01658,,7,2523.11
731,T000170,P00957,PR024,2,853.94
732,T001595,P00757,PR034,10,1720.35
733,T001911,P01479,PR027,8,2699.17
734,T002160,P00130,PR009,3,872.74
735,T004348,P02636,,9,3205.77
736,T001197,P01371,PR024,3,1107.39
737,T001281,P02016,PR022,2,901.8
738,T002375,P02917,PR024,2,101.2
739,T000426,P02035,PR032,4,1786.24
740,T003320,P02306,PR050,5,1827.15
741,T004165,P01761,PR006,3,266.82
742,T001294,P02795,PR001,6,1578.82
743,T004810,P01182,PR033,4,195.84
744,T002068,P02574,PR015,3,853.43
745,T001635,P00368,,5,452.41
746,T001189,P00521,PR043,4,1658.13
747,T003712,P01099,PR004,1,246.63
748,T002628,P00546,PR012,2,974.92
749,T002085,P00765,PR028,4,1724.45
750,T001378,P02823,PR013,6,2745.95
751,T002439,P02025,PR043,1,309.34
752,T003481,P02416,PR027,2,125.24
753,T000537,P01322,PR025,5,2383.96
754,T004966,P02799,,4,1914.75
755,T000531,P02500,,7,2945.59
756,T002949,P02971,PR007,6,1217.42
757,T001297,P00213,PR044,5,827.49
758,T001907,P00535,PR008,7,620.34
759,T001565,P00640,PR041,5,1427.22
760,T002192,P00245,PR011,7,2014.67
761,T001580,P01106,PR029,10,2303.45
762,T001946,P01115,PR003,2,562.72
763,T000408,P02580,,3,1125.3
764,T001986,P00931,,6,1614.22
765,T003087,P00983,PR035,3,643.09
766,T003646,P01290,PR049,5,1783.24
767,T000122,P01300,PR035,4,761.42
768,T002448,P00665,PR020,10,211.29
769,T004039,P00296,,7,2983.47
770,T003741,P02736,PR045,2,119
771,T004425,P02956,PR006,6,517.82
772,T004880,P02894,PR043,8,1678.42
773,T002139,P01689,PR008,10,2265.54
774,T004386,P00568,PR034,6,995.45
775,T003989,P02578,PR043,3,907.37
776,T003109,P02072,,3,514.99
777,T004881,P01669,PR011,8,1230.76
778,T002286,P01168,PR020,10,3437.94
779,T001458,P02871,PR013,6,2438.02
780,T003769,P01252,PR041,8,2009.18
781,T002765,P00125,PR028,3,75.67
782,T002878,P00105,PR026,4,300.37
783,T003282,P00395,,4,1041.69
784,T001709,P01325,PR030,8,3994.67
785,T002777,P00493,PR003,1,450.34
786,T000460,P00515,PR011,3,838.07
787,T003199,P01975,PR047,7,3281.61
788,T002129,P02028,PR008,10,824.21
789,T002947,P01643,PR034,2,47.08
790,T004410,P01773,PR034,6,2661.51
791,T002778,P02817,PR011,1,304.85
792,T003082,P00089,,4,1851.48
793,T004930,P00669,PR008,7,2819.23
794,T001916,P02632,PR048,1,250.98
795,T004769,P02963,PR044,2,154.43
796,T002831,P00830,PR040,2,165.6
797,T002112,P02916,PR033,6,2727.31
798,T002966,P00522,PR042,6,1932.29
799,T004305,P01206,PR032,2,356.62
800,T002674,P00392,PR024,7,1198.22
801,T001095,P00904,,9,2173.71
802,T002310,P02384,PR008,1,49.98
803,T004721,P02949,PR027,10,373.03
804,T000690,P01213,PR027,5,1014.82
805,T004120,P01694,PR045,10,2391.62
806,T001541,P02890,PR025,10,1856.17
807,T002166,P02014,PR025,7,1353.52
808,T001929,P01491,PR025,6,1606.96
809,T002243,P02079,PR019,9,956.46
810,T004543,P02100,PR005,6,1752.21
811,T002648,P02483,PR016,2,197.08
812,T004941,P02603,,7,476.32
813,T000917,P02955,PR009,4,356.24
814,T001908,P00755,PR013,2,410.58
815,T001938,P00685,PR009,5,1941.83
816,T003091,P00508,PR004,5,515.17
817,T003185,P02428,PR033,10,2846.14
818,T001821,P00038,PR044,9,672.17
819,T002414,P00849,PR002,3,1444.94
820,T002550,P00352,PR005,1,23.82
821,T003148,P00991,PR048,8,170.27
822,T000166,P02623,PR030,4,464.32
823,T001152,P01822,,2,581.46
824,T001666,P02876,PR039,5,838.14
825,T004289,P00654,,8,1598.32
826,T001585,P01440,PR031,8,843.13
827,T004748,P00580,PR014,1,13.86
828,T000620,P02833,,6,2342.41
829,T001398,P02315,,1,244.04
830,T004137,P02512,PR028,3,1116.51
831,T000029,P02330,PR010,1,407.31
832,T002393,P00369,,5,1117.99
833,T001697,P02578,PR029,9,3822.09
834,T002649,P01989,PR006,4,1574.11
835,T001596,P02695,PR006,2,877.62
836,T003645,P00014,PR046,10,4162.9
837,T004650,P02030,PR012,7,3051.3
838,T001268,P02400,PR040,3,1082.39
839,T004879,P02373,PR013,1,295.41
840,T003139,P02675,PR011,9,2904.67
841,T002578,P01509,,5,1697.94
842,T000126,P02582,PR023,9,2872.62
843,T003163,P01825,PR050,8,2020.28
844,T003881,P00687,,6,2644.27
845,T003518,P00855,PR023,9,2517.91
846,T002342,P00134,PR015,9,1638.81
847,T003931,P00956,,4,125.11
848,T000948,P02556,PR047,2,746.7
849,T001171,P02273,,10,1810.04
850,T000584,P01680,PR009,5,1950.3
851,T001965,P00460,PR039,3,1259.42
852,T000280,P01638,PR039,2,299.5
853,T001889,P01207,PR003,8,817.45
854,T002797,P00429,PR003,8,1663.62
855,T001191,P00099,PR037,9,3179.75
856,T003655,P02333,PR024,7,2626.02
857,T001123,P01516,PR037,3,533.43
858,T000689,P01452,PR042,1,321.33
859,T001119,P01047,PR046,3,558.08
860,T004696,P00137,,9,3144.22
861,T000229,P00013,PR012,1,77.47
862,T002790,P02668,,5,758.97
863,T000583,P00619,PR035,4,991.38
864,T000019,P02716,PR022,9,4031.52
865,T000776,P02822,PR026,2,700.84
866,T003001,P02955,PR012,10,3303.89
867,T003435,P01394,PR017,7,1637.98
868,T003941,P01094,PR020,8,2511.81
869,T001456,P02200,PR036,8,2373.03
870,T002786,P02016,PR001,5,253.88
871,T003481,P01589,PR048,7,309.67
872,T004705,P01200,PR034,5,560.67
873,T001354,P01273,PR019,8,3016.43
874,T002165,P01514,PR026,3,239.63
875,T001012,P01467,PR029,10,4746.45
876,T004236,P02060,,3,252.54
877,T001842,P01450,PR041,4,1392.56
878,T002516,P02472,,5,577.51
879,T000908,P01674,PR001,6,866.08
880,T001328,P00009,PR024,5,996.22
881,T004907,P01128,PR033,9,1323.51
882,T002685,P00404,PR023,4,1143.52
883,T003846,P01783,PR027,5,2271.47
884,T002772,P00582,PR033,2,72.86
885,T001358,P01308,PR035,2,786.93
886,T002422,P01500,PR049,7,2934.33
887,T004912,P00414,PR049,3,670.32
888,T000399,P01781,PR039,1,88.98
889,T003298,P00526,,2,831.54
890,T002551,P00841,PR018,2,799.03
891,T002067,P02102,PR026,10,764.61
892,T004123,P00367,PR009,9,1320.37
893,T004312,P01340,PR041,8,1833.7
894,T003584,P00226,PR017,3,927.89
895,T001188,P02524,PR023,1,484.67
896,T000939,P02473,PR038,5,852.09
897,T002800,P02472,PR017,4,1205.12
898,T004304,P00137,PR049,8,3334.89
899,T000598,P01566,PR030,7,3108.81
900,T000436,P01977,PR043,5,752.68
901,T003126,P02900,PR001,1,295.35
902,T001302,P02360,PR044,8,3587.15
903,T001025,P02590,,1,361.32
904,T002353,P01151,PR010,2,995.38
905,T001111,P01793,PR035,2,642.25
906,T001010,P00036,PR008,7,2178.9
907,T002692,P01319,,10,4658.36
908,T001449,P02093,PR021,6,752.71
909,T002118,P01499,PR013,5,2417.9
910,T000438,P02121,PR048,4,1002.36
911,T001975,P02732,PR037,9,365.07
912,T004054,P02185,,8,3750.56
913,T000761,P02998,PR038,7,597.83
914,T004792,P00931,PR047,8,3519.93
915,T003387,P00773,PR014,6,1026.18
916,T002566,P02097,PR009,4,436.95
917,T004308,P02505,PR022,9,1744.17
918,T002278,P02350,PR038,5,1252.31
919,T004729,P01441,PR022,5,725.22
920,T000330,P00127,PR002,7,924.35
921,T003262,P01864,,10,1193.9
922,T004523,P02560,PR050,7,1154.64
923,T003311,P00973,PR005,8,1294.52
924,T000676,P01291,PR029,6,2703.55
925,T000987,P00769,PR032,5,337.85
926,T001662,P01950,PR023,7,2427.74
927,T000925,P02802,,1,53.31
928,T004061,P02903,PR008,5,2195.3
929,T001693,P02966,PR004,10,4708.17
930,T002188,P00923,PR026,6,1546.38
931,T000920,P01763,,4,1297.6
932,T001159,P02914,PR008,1,203.98
933,T004699,P02070,PR012,2,57.38
934,T004374,P01039,PR004,9,4178.82
935,T000278,P00233,PR012,1,269.6
936,T003242,P02952,PR037,1,277.92
937,T001089,P02746,PR041,9,1771.18
938,T001759,P00243,PR015,2,298.08
939,T002926,P02045,PR013,7,2530.77
940,T003109,P02812,PR050,5,527.79
941,T003040,P02096,PR049,8,872.75
942,T004874,P00018,PR004,9,3091.78
943,T003192,P01816,PR037,2,63.3
944,T001887,P00973,PR028,2,483.05
945,T003486,P01312,PR006,2,684.65
946,T004940,P00096,PR045,5,1883.07
947,T002106,P01577,PR029,8,3326.56
948,T000682,P02843,PR022,6,2188.22
949,T004450,P00549,PR025,1,326.06
950,T000067,P00157,PR005,2,194.5
951,T000809,P00589,PR016,3,239.78
952,T000689,P00008,PR048,2,871.26
953,T000961,P00078,,4,955.01
954,T000314,P00135,PR046,8,1053.52
955,T003653,P01710,,7,1471.02
956,T000732,P00666,PR034,5,1167.14
957,T002604,P02407,PR036,7,1574.72
958,T001308,P02585,PR046,2,111.35
959,T002293,P01436,PR042,6,2198.49
960,T001418,P00194,PR048,10,4642.69
961,T001819,P02957,,4,1090.69
962,T003615,P02719,PR013,4,92.35
963,T004871,P00998,PR035,8,3693.07
964,T002995,P02382,PR033,8,2813.89
965,T001729,P00070,PR041,4,496.46
966,T000095,P00718,PR028,10,2213.57
967,T003034,P02297,PR043,1,188.83
968,T000154,P02549,PR034,1,178.52
969,T004272,P00875,PR026,1,142.62
970,T000459,P00547,,9,4404.03
971,T001029,P00117,PR022,1,371.56
972,T000476,P01483,PR042,2,531.25
973,T000757,P00564,PR032,8,752.62
974,T000623,P00365,PR008,7,3163.74
975,T000139,P01081,PR047,10,631.68
976,T003174,P00598,PR033,5,2063.82
977,T002727,P00295,PR036,5,593.32
978,T000782,P02349,PR034,6,878.43
979,T002314,P01964,PR024,1,132.4
980,T002093,P01554,PR037,7,986.61
981,T000453,P01743,PR045,6,1919.48
982,T000114,P01028,PR016,10,4455.01
983,T002330,P02830,PR040,7,2265.11
984,T003965,P02285,PR038,5,1379.19
985,T000690,P00864,PR012,1,99.98
986,T001216,P01794,PR015,7,340.22
987,T004988,P00475,PR045,9,4159.63
988,T001079,P00639,PR040,10,3044.7
989,T003384,P01248,PR033,10,1920.88
990,T004163,P01169,,9,1523.53
991,T002378,P02472,PR022,7,3247.6
992,T004252,P00446,PR004,1,15.18
993,T003214,P02044,PR024,2,706.39
994,T003685,P00162,PR002,10,574.83
995,T002677,P01080,PR032,7,2245.43
996,T004479,P00875,PR010,8,165.69
997,T001045,P02408,PR037,3,1193.85
998,T002483,P02197,PR009,6,2490.57
999,T003074,P00273,,10,2770.18
1000,T002523,P01372,,3,1088.06
1001,T004901,P02220,PR043,10,1461.31
1002,T004803,P02949,PR042,1,38.49
1003,T003361,P01248,PR016,1,47.91
1004,T001370,P00830,PR048,6,264.09
1005,T004998,P01144,PR048,8,928.47
1006,T000209,P01471,PR027,6,1350.16
1007,T001313,P01991,PR048,3,1204.38
1008,T001579,P02336,PR008,9,3845.82
1009,T002294,P02936,PR038,9,1000.03
1010,T003347,P01289,PR027,5,2230.06
1011,T004438,P01374,PR029,9,4156.53
1012,T004106,P01579,PR021,4,284.15
1013,T004906,P01057,PR030,5,1401.62
1014,T000404,P00714,PR047,5,596.55
1015,T002057,P00794,PR040,7,3053.34
1016,T004279,P02513,PR037,7,888.28
1017,T001144,P02461,,9,3507.86
1018,T000687,P02020,PR022,7,2132.42
1019,T001305,P01126,PR033,4,1574.69
1020,T004084,P02156,PR044,6,2685.78
1021,T001504,P00216,PR004,5,606.25
1022,T003120,P02436,PR015,6,2704.35
1023,T003821,P02146,PR045,4,232.84
1024,T004830,P02137,PR040,8,1553.73
1025,T000503,P02826,PR001,1,413.64
1026,T001218,P02988,PR022,4,1803.41
1027,T000424,P02331,PR050,7,882.01
1028,T003127,P02103,PR038,9,348.19
1029,T004556,P01684,PR007,8,3624.55
1030,T002547,P02135,PR022,3,1073.64
1031,T003161,P00313,PR037,10,2319.75
1032,T003618,P00022,PR038,5,943.75
1033,T004020,P00892,PR005,5,1612.94
1034,T003896,P01358,PR028,6,2173.63
1035,T001382,P00989,PR020,9,694.46
1036,T004495,P01262,PR033,6,1860.88
1037,T001054,P00282,PR043,7,929.74
1038,T002354,P02484,PR040,1,136.51
1039,T001126,P01496,PR022,2,862.46
1040,T004130,P02686,PR046,2,861.52
1041,T002062,P00559,,3,630.18
1042,T003999,P00723,PR023,2,242.43
1043,T001600,P02840,PR041,6,848.82
1044,T003893,P02576,PR048,4,114.41
1045,T003147,P02438,PR038,2,837.51
1046,T004892,P00046,PR025,1,374.12
1047,T000934,P01929,,7,1601.6
1048,T004380,P02284,PR017,3,741.55
1049,T000221,P02967,PR010,8,3673.46
1050,T001696,P02627,PR008,3,1159.78
1051,T001841,P00983,PR044,1,259.42
1052,T002151,P00060,PR038,5,2495.07
1053,T000576,P01755,PR020,4,1563.42
1054,T000957,P01991,PR049,10,148.69
1055,T002923,P01533,PR047,2,781.65
1056,T000756,P00825,,2,31.83
1057,T003442,P00576,PR029,2,711.38
1058,T003515,P02845,PR016,2,734.02
1059,T002228,P01764,PR015,9,415.94
1060,T000595,P01118,PR032,6,1172.22
1061,T004603,P00228,PR048,9,1194.35
1062,T000148,P01611,PR005,1,453.35
1063,T004128,P01113,PR009,7,3396.76
1064,T004366,P01172,PR003,7,3447.43
1065,T002679,P01756,PR048,1,66.82
1066,T004366,P01218,PR009,7,374.03
1067,T003120,P01465,PR034,8,2278.38
1068,T004746,P01757,PR048,3,1092.22
1069,T001292,P02363,PR015,2,257.46
1070,T003099,P00103,PR030,9,2527.9
1071,T004268,P02573,PR033,7,186.15
1072,T004061,P00271,PR013,3,915.04
1073,T003856,P01551,PR017,3,893.27
1074,T002410,P02343,PR046,7,281.55
1075,T000178,P01651,PR037,6,2283.16
1076,T002043,P01864,PR048,5,2048.91
1077,T000002,P01696,PR020,3,1175.13
1078,T002138,P02330,PR014,3,464.98
1079,T004989,P00203,PR045,2,527.13
1080,T001488,P02490,PR038,5,1631.12
1081,T000939,P01957,,6,1050.72
1082,T004008,P02889,PR043,4,916.74
1083,T001342,P01940,PR003,3,644.28
1084,T002237,P00566,PR035,5,1719.86
1085,T001291,P02362,PR047,4,399.36
1086,T002530,P00595,PR041,10,3760.93
1087,T002372,P00080,PR021,5,593.17
1088,T002449,P02004,PR010,7,1839.83
1089,T004032,P01027,PR034,10,2613.78
1090,T001119,P02022,PR006,6,2040.15
1091,T004799,P01124,PR008,6,820.17
1092,T004460,P02759,PR019,3,210.43
1093,T003598,P01678,PR018,1,10.82
1094,T002245,P02834,PR012,7,2368.45
1095,T002391,P00925,PR048,2,138.65
1096,T004390,P02511,PR012,1,185.76
1097,T004506,P00504,PR047,10,2893.05
1098,T003258,P00311,,7,1917.21
1099,T003995,P01154,PR028,3,534.18
1100,T002440,P00550,PR031,7,2824.25
1101,T004420,P01902,PR004,10,3321.27
1102,T003512,P02474,PR005,4,827.9
1103,T000674,P01621,PR012,9,970.12
1104,T003639,P02837,PR019,9,2194.42
1105,T003782,P00074,PR006,9,3438.82
1106,T002549,P02854,,8,2739.34
1107,T003359,P00492,,9,169.02
1108,T001157,P01981,PR049,10,346.29
1109,T003449,P01643,PR032,7,1703.71
1110,T004882,P01550,,1,454.76
1111,T004822,P00768,PR037,3,1134.31
1112,T000097,P01682,PR036,5,1231.62
1113,T001156,P02036,PR050,8,1209.62
1114,T003190,P00849,PR048,10,677.07
1115,T002722,P02392,PR040,8,1391.89
1116,T001434,P01728,PR018,10,3605.85
1117,T004605,P00192,PR047,3,375.47
1118,T002076,P01844,PR021,8,647.56
1119,T003372,P01971,PR033,10,405.8
1120,T004260,P00524,PR036,4,1523.66
1121,T004134,P01254,PR049,9,1416.35
1122,T002521,P00313,PR033,9,4182.39
1123,T003769,P00279,PR036,9,2704.74
1124,T002915,P01813,PR010,4,130.2
1125,T000031,P00659,PR030,9,1798.18
1126,T001526,P00529,PR026,4,1010.33
1127,T004622,P01659,PR046,6,1341.85
1128,T002990,P01005,PR002,6,2636.71
1129,T001054,P00381,PR004,4,1711.05
1130,T002271,P01010,PR021,1,411.24
1131,T004255,P02462,PR041,5,1055.12
1132,T002177,P02411,PR034,8,440.15
1133,T003592,P01072,PR040,6,635.5
1134,T002300,P02293,PR036,8,1157.57
1135,T001564,P00069,,7,2779.72
1136,T002860,P02815,PR003,8,1611
1137,T001188,P00809,PR030,7,3070.2
1138,T003307,P01930,PR042,5,84.71
1139,T003705,P00547,PR008,4,1844.91
1140,T003883,P00697,PR038,2,213.57
1141,T003904,P02754,PR029,10,1871.09
1142,T004809,P02813,PR044,5,603.55
1143,T000474,P02293,PR002,6,2834.85
1144,T002781,P00668,PR041,3,819.87
1145,T000390,P00801,PR010,7,3433.67
1146,T000339,P00352,PR040,5,1795.77
1147,T003914,P02678,PR040,3,1425.2
1148,T004818,P02784,PR041,6,2525.1
1149,T004800,P02211,,6,1548.31
1150,T000746,P01789,PR032,9,772.3
1151,T003759,P00920,PR021,3,1471.93
1152,T000728,P01547,,3,714.99
1153,T003903,P02045,PR031,2,951.55
1154,T002653,P01013,PR011,4,760.84
1155,T003779,P00312,,8,1806.25
1156,T002399,P02179,PR050,9,1238.06
1157,T002904,P02724,PR046,2,248.23
1158,T001065,P02844,PR012,6,2422.46
1159,T002165,P01965,PR025,6,2673.05
1160,T003678,P00863,PR010,7,3062.36
1161,T002823,P00292,PR012,9,2160.38
1162,T000831,P02658,,3,814.96
1163,T003688,P01864,PR049,6,1558.23
1164,T000166,P01260,PR030,8,2231.11
1165,T001963,P01163,PR038,7,577.58
1166,T000032,P02494,PR018,5,2245.53
1167,T000482,P00443,PR004,3,316.18
1168,T002035,P01663,PR043,6,2367.78
1169,T000097,P01713,PR032,2,27.15
1170,T000808,P02354,,7,2888.49
1171,T001793,P01874,PR006,2,830.6
1172,T004992,P02259,PR013,6,2190.85
1173,T001815,P02542,PR023,1,458.2
1174,T003904,P00102,PR035,4,1556.12
1175,T004039,P01524,PR033,5,1107.92
1176,T003509,P01395,PR021,5,2256.71
1177,T003036,P01441,PR036,10,4645.28
1178,T003807,P02740,PR002,8,2795.59
1179,T000836,P00121,PR004,2,126.84
1180,T004107,P01102,PR038,10,4254.08
1181,T003185,P02014,PR046,6,1734.04
1182,T004439,P01757,PR045,8,1235.64
1183,T002021,P00151,PR040,3,805.97
1184,T000875,P01544,PR032,5,1357.41
1185,T004982,P00213,,3,1109.69
1186,T000961,P00150,,3,625.88
1187,T003592,P02771,PR049,8,3381.86
1188,T004027,P00747,PR047,10,2643.56
1189,T003389,P01186,PR008,6,1847.06
1190,T000009,P02271,PR028,6,2087.24
1191,T001692,P00503,,9,4239.15
1192,T002436,P00616,PR020,9,3080.18
1193,T001018,P02983,PR038,3,884.07
1194,T003233,P02285,PR026,2,953.67
1195,T000380,P01669,PR039,9,4343.9
1196,T000377,P02104,PR032,1,407.27
1197,T001654,P02648,PR045,6,2863.21
1198,T000947,P00157,,7,2565.73
1199,T002479,P00851,PR001,6,1317.03
1200,T004172,P01650,PR011,9,3221.98
1201,T004264,P02019,PR037,3,422.7
1202,T003338,P00086,,7,2659.28
1203,T004007,P01416,PR050,10,3145.71
1204,T003418,P02480,PR038,1,360.92
1205,T002808,P01195,PR004,1,101.6
1206,T002820,P01811,,2,96.75
1207,T001548,P02437,,2,579.43
1208,T003368,P02032,PR002,7,1646.31
1209,T003172,P00517,PR020,9,705.72
1210,T001257,P02013,PR030,1,252.04
1211,T004009,P01367,PR017,9,2906.43
1212,T002347,P01339,PR028,6,2249.5
1213,T000264,P00057,PR039,8,3782.55
1214,T001904,P02067,PR046,9,1735.06
1215,T004241,P01491,PR013,6,615.03
1216,T001671,P00503,,8,1034.37
1217,T002340,P01624,,5,275.4
1218,T001990,P00010,PR027,4,1185.7
1219,T002786,P02572,PR048,2,472.43
1220,T002616,P00809,,5,1113.66
1221,T003135,P00292,,9,486.04
1222,T003908,P02232,,7,3029.01
1223,T003680,P02281,PR010,6,1407.33
1224,T004821,P02140,PR033,1,464.74
1225,T004789,P01111,PR048,8,3010.75
1226,T003914,P00032,PR040,9,2644.43
1227,T002882,P00564,PR014,10,3646.93
1228,T004798,P00424,PR045,4,263.97
1229,T001964,P00520,PR026,4,502.08
1230,T004186,P02574,PR010,2,883.49
1231,T003994,P00884,PR037,4,796.95
1232,T001331,P01286,PR035,4,524.88
1233,T001095,P01729,PR031,7,2204.81
1234,T004353,P00224,PR001,2,507.22
1235,T000648,P01827,PR024,9,1466.41
1236,T003136,P01550,PR002,8,925.26
1237,T001021,P02485,PR001,5,2164.1
1238,T003314,P00245,PR009,10,4639.26
1239,T000282,P02971,PR025,4,1831.16
1240,T003780,P02521,PR046,3,1000.35
1241,T001373,P00467,PR050,9,1547.4
1242,T004381,P01937,PR017,4,1345.16
1243,T004966,P02911,,4,1466.7
1244,T004197,P01809,PR039,5,2183.15
1245,T000342,P00682,PR042,2,810.08
1246,T002204,P00459,PR031,8,1614.98
1247,T003835,P00288,PR045,4,1661.42
1248,T002456,P02741,PR033,7,1127.09
1249,T001258,P01662,PR047,1,266.24
1250,T003800,P00598,PR013,6,2840.33
1251,T002462,P00611,PR046,10,1875.08
1252,T004599,P02062,PR022,10,2782.4
1253,T000368,P01972,PR028,1,301.5
1254,T001533,P00750,PR005,7,875.98
1255,T003209,P01379,PR010,8,3335.54
1256,T001233,P01942,PR029,7,2034.8
1257,T003330,P02626,PR050,2,617.73
1258,T004985,P01577,PR044,6,2831.84
1259,T000562,P02567,PR030,1,174.68
1260,T004551,P02528,PR030,10,2609.44
1261,T000788,P02010,PR041,1,302.17
1262,T001112,P01191,PR023,9,4094.23
1263,T002260,P01111,PR031,4,362.23
1264,T000704,P02839,PR011,3,819.75
1265,T002105,P00672,PR001,9,664.87
1266,T000890,P01802,PR009,9,2245.21
1267,T003738,P01012,PR029,5,2137.9
1268,T002428,P01608,PR016,5,1764.52
1269,T004386,P00132,,2,761.96
1270,T002407,P01680,PR017,3,562.17
1271,T000650,P02048,PR009,5,662.74
1272,T004703,P00829,,4,1130.23
1273,T000463,P02148,PR021,4,1095.66
1274,T000931,P00960,PR049,5,2449.44
1275,T003451,P00346,PR037,6,2164.17
1276,T003653,P01324,,5,352.06
1277,T002532,P02967,PR026,3,1087.75
1278,T002683,P00619,PR008,7,100.7
1279,T004430,P01948,,3,908.93
1280,T002636,P01600,PR016,6,1305.82
1281,T003390,P01311,,6,1334.84
1282,T000974,P00656,PR031,4,460.6
1283,T003108,P02574,PR002,9,1034.1
1284,T004142,P00608,PR017,7,3123.37
1285,T001467,P00500,,6,2459.14
1286,T002549,P01133,PR034,10,1003.05
1287,T004887,P02815,PR048,1,395.05
1288,T000505,P01389,PR026,6,2674.65
1289,T004589,P00920,PR014,5,1527.99
1290,T001840,P00817,PR046,4,727.4
1291,T002714,P02900,PR034,8,647.48
1292,T000467,P00579,PR035,4,251.25
1293,T001822,P00275,PR009,9,665.44
1294,T003093,P00072,PR022,3,547.57
1295,T002821,P02790,PR030,1,249.07
1296,T000056,P01117,PR012,1,56.8
1297,T003764,P00778,PR014,9,1638.51
1298,T004594,P02320,PR013,1,404.7
1299,T002128,P00028,PR022,7,3451.78
1300,T000234,P01433,PR010,4,501.94
1301,T001735,P02136,PR032,8,3871.38
1302,T000455,P00226,PR019,6,458.01
1303,T002059,P02064,PR034,10,1664.43
1304,T002869,P02065,PR046,2,263.93
1305,T002935,P01237,PR022,3,1496.45
1306,T002955,P01542,PR003,10,2024.75
1307,T000059,P01816,PR034,2,768.14
1308,T002561,P02313,PR009,1,54.57
1309,T003196,P02938,PR020,6,647.89
1310,T000793,P02264,PR006,1,17.41
1311,T001884,P01426,PR006,2,388.76
1312,T002129,P01007,PR034,1,222.47
1313,T002913,P01058,PR013,7,939.8
1314,T002210,P01726,PR050,2,198.91
1315,T002532,P00764,PR049,4,40.45
1316,T001650,P01484,PR015,8,2267.47
1317,T000073,P00872,PR033,10,2630.96
1318,T002459,P00620,,7,1443.41
1319,T001170,P02535,PR005,8,1252.71
1320,T004996,P00786,PR043,7,3310.71
1321,T004491,P00570,PR042,10,2892.83
1322,T000958,P00098,PR040,4,1647.51
1323,T004943,P02203,PR027,6,703.54
1324,T003024,P00213,PR031,10,4007.27
1325,T004396,P01223,,10,1807.91
1326,T003908,P02785,PR050,9,712.31
1327,T000688,P02006,PR004,2,937.5
1328,T001426,P02953,PR026,10,1129.98
1329,T002670,P02274,PR040,4,1745.47
1330,T000106,P01933,PR042,1,403.73
1331,T004631,P01694,PR008,9,719.75
1332,T003943,P02723,PR042,1,170.89
1333,T003496,P02610,PR050,3,1235.94
1334,T003779,P02428,,1,147.67
1335,T003039,P00830,PR001,9,2524.85
1336,T001176,P00036,PR001,3,1411.55
1337,T004648,P02711,PR019,10,194.44
1338,T002526,P00933,PR015,9,1485.99
1339,T000419,P02094,PR013,1,222.51
1340,T002443,P01340,,9,3130.22
1341,T002835,P00789,PR039,8,3900.95
1342,T004250,P01512,PR034,7,650.52
1343,T002241,P01244,PR004,8,2011.02
1344,T002415,P01124,PR036,10,3931.79
1345,T001358,P00806,PR012,4,857.04
1346,T000975,P02536,PR038,7,232.57
1347,T003771,P01250,PR018,1,30.24
1348,T003428,P00630,PR031,3,1104.65
1349,T002373,P02472,,3,426.41
1350,T000660,P01453,PR012,7,2202.21
1351,T002025,P00640,PR020,1,118.89
1352,T001889,P00538,PR035,9,2104.7
1353,T004900,P01613,PR029,6,508.58
1354,T003402,P00891,PR030,3,309.42
1355,T004812,P00965,,4,666.21
1356,T000550,P00367,PR031,1,170.5
1357,T000024,P01651,PR003,5,1891.14
1358,T002158,P02354,PR049,3,1283.2
1359,T003548,P01278,,4,1634.33
1360,T002716,P01514,PR020,3,265.16
1361,T003614,P00026,PR007,1,300.34
1362,T001272,P02146,PR047,4,1199.96
1363,T001299,P02142,PR040,8,3925.82
1364,T001341,P00201,PR043,6,278.58
1365,T002260,P00207,PR008,4,186.45
1366,T003754,P02677,PR049,10,4849.4
1367,T004320,P00737,PR028,4,874.73
1368,T004952,P00209,PR041,7,1194.56
